Filename,Date,Hour,Foraging,Total_Foraging_Events
Potomac 2019 05 31 POD2807 file01.CP351,9/19/2019,16,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP352,9/19/2019,17,TRUE,8
Potomac 2019 05 31 POD2807 file01.CP353,9/20/2019,8,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP354,9/20/2019,13,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP355,9/21/2019,8,TRUE,15
Potomac 2019 05 31 POD2807 file01.CP356,9/21/2019,9,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP357,9/24/2019,3,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP358,9/26/2019,11,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP359,9/27/2019,9,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP360,9/29/2019,2,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP361,9/29/2019,12,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP362,10/1/2019,4,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP363,10/2/2019,6,TRUE,5
Potomac 2019 05 31 POD2807 file01.CP364,10/2/2019,8,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP365,10/2/2019,15,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP366,10/3/2019,2,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP367,10/5/2019,10,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP368,10/6/2019,1,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP369,10/8/2019,5,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP370,10/8/2019,22,TRUE,3
Potomac 2019 05 31 POD2807 file01.CP371,10/10/2019,4,TRUE,4
Potomac 2019 05 31 POD2807 file01.CP372,10/10/2019,9,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP373,10/11/2019,13,TRUE,2
Potomac 2019 05 31 POD2807 file01.CP374,10/11/2019,14,TRUE,5
Potomac 2019 05 31 POD2807 file01.CP375,10/12/2019,8,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP376,10/12/2019,9,TRUE,1
Potomac 2019 05 31 POD2807 file01.CP377,10/12/2019,10,TRUE,12
Potomac 2019 10 14 POD2807 file01.CP3,10/23/2019,4,TRUE,1
Potomac 2019 10 14 POD2807 file01.CP4,10/24/2019,4,TRUE,9
Potomac 2019 10 14 POD2807 file01.CP5,10/31/2019,1,TRUE,2
Potomac 2019 10 14 POD2807 file01.CP6,10/31/2019,2,TRUE,4
Potomac 2019 10 14 POD2807 file01.CP7,11/2/2019,20,TRUE,5
Potomac 2019 10 14 POD2807 file01.CP8,11/2/2019,21,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP3,6/9/2018,5,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP4,6/9/2018,23,TRUE,10
Potomac 2018 06 08 POD2807 file01.CP5,6/10/2018,0,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP6,6/10/2018,1,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP7,6/10/2018,2,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP8,6/10/2018,10,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP9,6/10/2018,11,TRUE,9
Potomac 2018 06 08 POD2807 file01.CP10,6/10/2018,14,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP11,6/10/2018,15,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP12,6/10/2018,17,TRUE,10
Potomac 2018 06 08 POD2807 file01.CP13,6/10/2018,23,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP14,6/11/2018,0,TRUE,8
Potomac 2018 06 08 POD2807 file01.CP15,6/11/2018,16,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP16,6/12/2018,20,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP17,6/13/2018,4,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP18,6/13/2018,6,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP19,6/13/2018,9,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP20,6/13/2018,10,TRUE,11
Potomac 2018 06 08 POD2807 file01.CP21,6/13/2018,11,TRUE,8
Potomac 2018 06 08 POD2807 file01.CP22,6/13/2018,14,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP23,6/13/2018,16,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP24,6/13/2018,19,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP25,6/13/2018,20,TRUE,28
Potomac 2018 06 08 POD2807 file01.CP26,6/13/2018,21,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP27,6/13/2018,22,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP28,6/13/2018,23,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP29,6/14/2018,13,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP30,6/14/2018,21,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP31,6/15/2018,6,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP32,6/15/2018,13,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP33,6/16/2018,0,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP34,6/16/2018,2,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP35,6/16/2018,3,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP36,6/16/2018,6,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP37,6/17/2018,10,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP38,6/17/2018,17,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP39,6/17/2018,22,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP40,6/18/2018,15,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP41,6/18/2018,17,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP42,6/18/2018,18,TRUE,25
Potomac 2018 06 08 POD2807 file01.CP43,6/19/2018,0,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP44,6/19/2018,1,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP45,6/19/2018,5,TRUE,9
Potomac 2018 06 08 POD2807 file01.CP46,6/19/2018,6,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP47,6/19/2018,8,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP48,6/20/2018,1,TRUE,10
Potomac 2018 06 08 POD2807 file01.CP49,6/20/2018,2,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP50,6/20/2018,7,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP51,6/20/2018,19,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP52,6/20/2018,22,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP53,6/21/2018,2,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP54,6/21/2018,11,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP55,6/22/2018,10,TRUE,10
Potomac 2018 06 08 POD2807 file01.CP56,6/23/2018,1,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP57,6/23/2018,4,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP58,6/23/2018,5,TRUE,9
Potomac 2018 06 08 POD2807 file01.CP59,6/23/2018,7,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP60,6/23/2018,12,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP61,6/23/2018,17,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP62,6/23/2018,21,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP63,6/23/2018,22,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP64,6/24/2018,1,TRUE,13
Potomac 2018 06 08 POD2807 file01.CP65,6/24/2018,4,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP66,6/24/2018,5,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP67,6/24/2018,12,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP68,6/24/2018,19,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP69,6/25/2018,4,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP70,6/25/2018,23,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP71,6/26/2018,0,TRUE,22
Potomac 2018 06 08 POD2807 file01.CP72,6/26/2018,1,TRUE,10
Potomac 2018 06 08 POD2807 file01.CP73,6/26/2018,2,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP74,6/26/2018,3,TRUE,15
Potomac 2018 06 08 POD2807 file01.CP75,6/26/2018,4,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP76,6/26/2018,11,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP77,6/27/2018,20,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP78,6/27/2018,22,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP79,6/28/2018,5,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP80,6/28/2018,6,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP81,6/28/2018,7,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP82,6/28/2018,20,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP83,6/29/2018,6,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP84,6/29/2018,7,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP85,6/30/2018,23,TRUE,17
Potomac 2018 06 08 POD2807 file01.CP86,7/1/2018,0,TRUE,27
Potomac 2018 06 08 POD2807 file01.CP87,7/1/2018,1,TRUE,31
Potomac 2018 06 08 POD2807 file01.CP88,7/1/2018,2,TRUE,19
Potomac 2018 06 08 POD2807 file01.CP89,7/1/2018,3,TRUE,31
Potomac 2018 06 08 POD2807 file01.CP90,7/1/2018,4,TRUE,8
Potomac 2018 06 08 POD2807 file01.CP91,7/1/2018,7,TRUE,22
Potomac 2018 06 08 POD2807 file01.CP92,7/1/2018,8,TRUE,25
Potomac 2018 06 08 POD2807 file01.CP93,7/1/2018,9,TRUE,28
Potomac 2018 06 08 POD2807 file01.CP94,7/1/2018,10,TRUE,19
Potomac 2018 06 08 POD2807 file01.CP95,7/1/2018,11,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP96,7/1/2018,12,TRUE,19
Potomac 2018 06 08 POD2807 file01.CP97,7/1/2018,13,TRUE,9
Potomac 2018 06 08 POD2807 file01.CP98,7/1/2018,14,TRUE,8
Potomac 2018 06 08 POD2807 file01.CP99,7/1/2018,15,TRUE,37
Potomac 2018 06 08 POD2807 file01.CP100,7/1/2018,16,TRUE,38
Potomac 2018 06 08 POD2807 file01.CP101,7/1/2018,17,TRUE,14
Potomac 2018 06 08 POD2807 file01.CP102,7/1/2018,19,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP103,7/1/2018,20,TRUE,18
Potomac 2018 06 08 POD2807 file01.CP104,7/1/2018,21,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP105,7/1/2018,22,TRUE,12
Potomac 2018 06 08 POD2807 file01.CP106,7/1/2018,23,TRUE,12
Potomac 2018 06 08 POD2807 file01.CP107,7/2/2018,0,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP108,7/2/2018,2,TRUE,16
Potomac 2018 06 08 POD2807 file01.CP109,7/2/2018,3,TRUE,8
Potomac 2018 06 08 POD2807 file01.CP110,7/2/2018,8,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP111,7/2/2018,23,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP112,7/3/2018,0,TRUE,26
Potomac 2018 06 08 POD2807 file01.CP113,7/3/2018,1,TRUE,9
Potomac 2018 06 08 POD2807 file01.CP114,7/3/2018,5,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP115,7/3/2018,6,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP116,7/3/2018,7,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP117,7/3/2018,16,TRUE,9
Potomac 2018 06 08 POD2807 file01.CP118,7/3/2018,17,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP119,7/3/2018,21,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP120,7/3/2018,22,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP121,7/4/2018,2,TRUE,11
Potomac 2018 06 08 POD2807 file01.CP122,7/4/2018,3,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP123,7/4/2018,4,TRUE,10
Potomac 2018 06 08 POD2807 file01.CP124,7/4/2018,5,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP125,7/4/2018,12,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP126,7/5/2018,0,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP127,7/5/2018,6,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP128,7/5/2018,21,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP129,7/6/2018,0,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP130,7/6/2018,12,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP131,7/6/2018,16,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP132,7/7/2018,14,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP133,7/8/2018,10,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP134,7/8/2018,11,TRUE,13
Potomac 2018 06 08 POD2807 file01.CP135,7/8/2018,13,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP136,7/8/2018,14,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP137,7/8/2018,17,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP138,7/9/2018,1,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP139,7/9/2018,2,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP140,7/9/2018,12,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP141,7/9/2018,13,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP142,7/9/2018,16,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP143,7/9/2018,20,TRUE,16
Potomac 2018 06 08 POD2807 file01.CP144,7/9/2018,21,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP145,7/9/2018,22,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP146,7/10/2018,7,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP147,7/10/2018,14,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP148,7/10/2018,15,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP149,7/10/2018,16,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP150,7/11/2018,11,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP151,7/11/2018,12,TRUE,18
Potomac 2018 06 08 POD2807 file01.CP152,7/11/2018,13,TRUE,17
Potomac 2018 06 08 POD2807 file01.CP153,7/11/2018,14,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP154,7/12/2018,12,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP155,7/12/2018,22,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP156,7/13/2018,14,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP157,7/14/2018,3,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP158,7/14/2018,5,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP159,7/14/2018,13,TRUE,22
Potomac 2018 06 08 POD2807 file01.CP160,7/14/2018,16,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP161,7/14/2018,20,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP162,7/15/2018,16,TRUE,19
Potomac 2018 06 08 POD2807 file01.CP163,7/16/2018,0,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP164,7/16/2018,10,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP165,7/16/2018,12,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP166,7/17/2018,3,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP167,7/17/2018,6,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP168,7/17/2018,8,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP169,7/17/2018,9,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP170,7/18/2018,23,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP171,7/20/2018,20,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP172,7/21/2018,23,TRUE,10
Potomac 2018 06 08 POD2807 file01.CP173,7/22/2018,3,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP174,7/22/2018,8,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP175,7/22/2018,9,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP176,7/22/2018,13,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP177,7/23/2018,8,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP178,7/23/2018,15,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP179,7/23/2018,16,TRUE,14
Potomac 2018 06 08 POD2807 file01.CP180,7/24/2018,22,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP181,7/25/2018,22,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP182,7/28/2018,4,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP183,7/28/2018,8,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP184,7/28/2018,17,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP185,7/28/2018,23,TRUE,26
Potomac 2018 06 08 POD2807 file01.CP186,7/29/2018,0,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP187,7/29/2018,2,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP188,7/29/2018,16,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP189,7/29/2018,18,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP190,7/30/2018,11,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP191,7/31/2018,1,TRUE,8
Potomac 2018 06 08 POD2807 file01.CP192,7/31/2018,2,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP193,7/31/2018,3,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP194,7/31/2018,5,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP195,7/31/2018,7,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP196,7/31/2018,8,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP197,7/31/2018,9,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP198,8/1/2018,15,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP199,8/1/2018,16,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP200,8/2/2018,1,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP201,8/2/2018,3,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP202,8/2/2018,7,TRUE,14
Potomac 2018 06 08 POD2807 file01.CP203,8/2/2018,8,TRUE,13
Potomac 2018 06 08 POD2807 file01.CP204,8/2/2018,17,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP205,8/2/2018,19,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP206,8/2/2018,23,TRUE,20
Potomac 2018 06 08 POD2807 file01.CP207,8/3/2018,0,TRUE,15
Potomac 2018 06 08 POD2807 file01.CP208,8/3/2018,4,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP209,8/3/2018,5,TRUE,21
Potomac 2018 06 08 POD2807 file01.CP210,8/3/2018,10,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP211,8/4/2018,12,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP212,8/4/2018,13,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP213,8/4/2018,21,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP214,8/5/2018,2,TRUE,18
Potomac 2018 06 08 POD2807 file01.CP215,8/5/2018,3,TRUE,22
Potomac 2018 06 08 POD2807 file01.CP216,8/5/2018,16,TRUE,11
Potomac 2018 06 08 POD2807 file01.CP217,8/5/2018,17,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP218,8/6/2018,11,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP219,8/6/2018,13,TRUE,22
Potomac 2018 06 08 POD2807 file01.CP220,8/6/2018,23,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP221,8/8/2018,1,TRUE,11
Potomac 2018 06 08 POD2807 file01.CP222,8/8/2018,17,TRUE,11
Potomac 2018 06 08 POD2807 file01.CP223,8/9/2018,3,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP224,8/9/2018,4,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP225,8/9/2018,9,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP226,8/9/2018,20,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP227,8/9/2018,21,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP228,8/10/2018,3,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP229,8/10/2018,4,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP230,8/10/2018,18,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP231,8/11/2018,0,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP232,8/11/2018,13,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP233,8/11/2018,20,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP234,8/12/2018,10,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP235,8/12/2018,11,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP236,8/14/2018,11,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP237,8/14/2018,16,TRUE,17
Potomac 2018 06 08 POD2807 file01.CP238,8/16/2018,1,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP239,8/16/2018,9,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP240,8/16/2018,22,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP241,8/17/2018,2,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP242,8/17/2018,8,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP243,8/17/2018,13,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP244,8/18/2018,13,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP245,8/19/2018,1,TRUE,15
Potomac 2018 06 08 POD2807 file01.CP246,8/19/2018,2,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP247,8/19/2018,17,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP248,8/20/2018,10,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP249,8/20/2018,12,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP250,8/20/2018,23,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP251,8/21/2018,18,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP252,8/21/2018,19,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP253,8/22/2018,7,TRUE,8
Potomac 2018 06 08 POD2807 file01.CP254,8/22/2018,8,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP255,8/22/2018,12,TRUE,8
Potomac 2018 06 08 POD2807 file01.CP256,8/24/2018,5,TRUE,13
Potomac 2018 06 08 POD2807 file01.CP257,8/24/2018,10,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP258,8/25/2018,5,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP259,8/25/2018,15,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP260,8/26/2018,0,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP261,8/26/2018,1,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP262,8/26/2018,3,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP263,8/26/2018,4,TRUE,9
Potomac 2018 06 08 POD2807 file01.CP264,8/26/2018,5,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP265,8/26/2018,10,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP266,8/26/2018,11,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP267,8/27/2018,3,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP268,8/27/2018,7,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP269,8/28/2018,7,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP270,8/28/2018,8,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP271,8/28/2018,11,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP272,8/28/2018,22,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP273,8/29/2018,6,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP274,8/29/2018,21,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP275,8/29/2018,22,TRUE,9
Potomac 2018 06 08 POD2807 file01.CP276,8/30/2018,8,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP277,8/30/2018,12,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP278,8/30/2018,13,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP279,8/31/2018,3,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP280,8/31/2018,4,TRUE,23
Potomac 2018 06 08 POD2807 file01.CP281,8/31/2018,5,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP282,8/31/2018,7,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP283,8/31/2018,13,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP284,8/31/2018,19,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP285,9/1/2018,7,TRUE,14
Potomac 2018 06 08 POD2807 file01.CP286,9/1/2018,11,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP287,9/2/2018,2,TRUE,7
Potomac 2018 06 08 POD2807 file01.CP288,9/2/2018,3,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP289,9/2/2018,10,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP290,9/3/2018,1,TRUE,9
Potomac 2018 06 08 POD2807 file01.CP291,9/3/2018,2,TRUE,14
Potomac 2018 06 08 POD2807 file01.CP292,9/3/2018,3,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP293,9/3/2018,12,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP294,9/3/2018,13,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP295,9/4/2018,12,TRUE,13
Potomac 2018 06 08 POD2807 file01.CP296,9/4/2018,18,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP297,9/4/2018,21,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP298,9/5/2018,4,TRUE,12
Potomac 2018 06 08 POD2807 file01.CP299,9/5/2018,5,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP300,9/5/2018,9,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP301,9/5/2018,20,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP302,9/6/2018,1,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP303,9/6/2018,2,TRUE,10
Potomac 2018 06 08 POD2807 file01.CP304,9/6/2018,4,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP305,9/6/2018,19,TRUE,16
Potomac 2018 06 08 POD2807 file01.CP306,9/6/2018,20,TRUE,10
Potomac 2018 06 08 POD2807 file01.CP307,9/7/2018,16,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP308,9/10/2018,9,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP309,9/10/2018,21,TRUE,6
Potomac 2018 06 08 POD2807 file01.CP310,9/11/2018,7,TRUE,2
Potomac 2018 06 08 POD2807 file01.CP311,9/12/2018,0,TRUE,5
Potomac 2018 06 08 POD2807 file01.CP312,9/12/2018,1,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP313,9/12/2018,4,TRUE,4
Potomac 2018 06 08 POD2807 file01.CP314,9/12/2018,5,TRUE,3
Potomac 2018 06 08 POD2807 file01.CP315,9/12/2018,16,TRUE,8
Potomac 2018 06 08 POD2807 file01.CP316,9/14/2018,20,TRUE,1
Potomac 2018 06 08 POD2807 file01.CP317,9/20/2018,2,TRUE,11
Potomac 2018 06 08 POD2807 file01.CP318,9/21/2018,2,TRUE,4
